Name,Position,Company,Education,Location,Connections,Profile Link
Mariel Vincent Rapisura,CEO,"Social Enterprise Development Partnerships, Inc. (SEDPI)",Asian Institute of Management,"NCR - National Capital Region, Philippines",360,https://www.linkedin.com/in/mariel-vincent-rapisura-460aa283/
MR dela Cruz,CEO,Stratpoint Technologies,Macquarie University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/mrdlc2u/
Jojo Salvador,CEO,Fountainhead Technologies,University of Santo Tomas,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jaosalvador/
JB Bangsil,CEO,"AsiaGaming Management & Consulting, Inc.",University of Santo Tomas,"NCR - National Capital Region, Philippines",226,https://www.linkedin.com/in/jb-bangsil-4734777b/
Marjorie Atendido,CEO,Ascend Global Virtual Advertising,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/marjorie-atendido-b5587a76/
David Perez,CEO,Codegum,University of Santo Tomas,"NCR - National Capital Region, Philippines",69,https://www.linkedin.com/in/david-perez-47bb4216b/
Anoop Lakhera,CEO,LaQuest Inc,"The ICFAI University, Dehradun",Philippines,500+,https://www.linkedin.com/in/anoop-lakhera/
Jed Sena,CEO,CorinthDev Web/Software Solutions and Tech Support Services,Polytechnic University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jedsena/
Robert McGregor,Executive Director - Chief Investment Officer,Aboitiz Power Corporation,University of Strathclyde,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/robertmcgregor888/
"Jeffrey John Dela Cerna, FPM",CEO,JD CXo Management Consultancy,National University of Singapore,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jeffrey-john-dela-cerna-fpm-48b9462/
Rodolfo Januarius T. Manipol,CEO,Softec Digital,University of the Phililippines - Open University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/januariustm/
Danny A. Alimorong,CEO,A Dream Life AXA Phils.,,"NCR - National Capital Region, Philippines",349,https://www.linkedin.com/in/daa1201/
Peter Fernandez,Executive Vice President / Chief Operating Officer,STI,De La Salle University,"NCR - National Capital Region, Philippines",250,https://www.linkedin.com/in/peter-fernandez-ab40b825/
Yvonne Palomar-Castro,CEO,Transnet.Ph,University of the Philippines,"NCR - National Capital Region, Philippines",211,https://www.linkedin.com/in/yvonnecastro2020/
Mark Soriano,CEO,Meons Corporation,University of the Philippines ITDC,"Region III - Central Luzon, Philippines",92,https://www.linkedin.com/in/aeonmarky/
"Ralph Santos, CFE",CEO,ARKIN Technologies,,Philippines,500+,https://www.linkedin.com/in/rnsantos/
Carlo Meneses,CEO,"Swift Solutions, Inc.",De La Salle College of St Benilde,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/carlo-meneses-66797789/
Edgar Ruado,CEO,PayNet International Inc.,University of Asia and the Pacific,"NCR - National Capital Region, Philippines",218,https://www.linkedin.com/in/edgar-ruado-8692215a/
Nick De Cillo,CEO,NVD Computer Solutions,Columbia University in the City of New York,"NCR - National Capital Region, Philippines",433,https://www.linkedin.com/in/nick-de-cillo-82136b71/
Erika Paola Ponce,CEO,DFNN Group of Companies,University of Santo Tomas,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/erikalaponce/
Kirk Mariano,CEO,Vineyard,AMA University,"NCR - National Capital Region, Philippines",184,https://www.linkedin.com/in/kirk-mariano-a848ab96/
Richard Thaddeus Carvajal,CEO,Philippine Global Estate Management Services and Realty Corporation,"Saïd Business School, University of Oxford","NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/realpro/
Arjay Orcasitas,CEO,Xorcas Corporation,De La Salle-College of St. Benilde,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/arjayorcasitas/
Katrina Miel Buenaventura,CEO,"Primeline Products Philippines, Inc.",University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/katrina-miel-buenaventura-20575192/
NEIL MATAN,CEO,SocialPreneur Inc.,Metro Business College,"Region IVA - Calabarzon, Philippines",500+,https://www.linkedin.com/in/neilmatan-09255624/
Alexander Genil,CEO,ZMG Ward Howell Executive Search,"Harvard Business School, MA., USA","NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/alexander-genil-1731a6/
Shella Mai (She) Palomo,Executive Assistant for Chief People Officer,inspiro,Jose Rizal University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/shella-mai-palomo-49ba11123/
Osler Fajardo,CEO,Mustard Seed Systems,Asian Institute of Management,Philippines,500+,https://www.linkedin.com/in/osler-fajardo-16a6b147/
Vijay Manoharan,CEO,CIMB Bank Philippines,University of Houston,Philippines,500+,https://www.linkedin.com/in/vijay-manoharan-77332911/
Sjoerd Krosse,CEO,MicroSourcing,University of Twente,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/sjoerdkrosse/
Liza Manalo-Mapagu,CEO,HR Avatar Asia,University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/liza-manalo-mapagu/
Jewel Lobaton,CEO,Sapphire Productions Inc.,Ateneo Graduate School of Business,"NCR - National Capital Region, Philippines",76,https://www.linkedin.com/in/jewel-lobaton-b6bba2b0/
Jed Lee,CEO,Share Treats Innovation,Kyung Hee University,Philippines,147,https://www.linkedin.com/in/jed-lee-b8b7093b/
Eric Fajardo,CEO,ARPACORP,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/fjpfajardo/
Gary Robite,CEO,Yuwente Technologies,University of the Philippines,"NCR - National Capital Region, Philippines",263,https://www.linkedin.com/in/gary-robite-709156a3/
Ludovic Fofou,CEO,EMARKS,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/ludovic-fofou-73639144/
Gareth Holgate,CEO,SDW Realty & Development Inc.,"University of Wales, Cardiff","NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/gareth-holgate-6b113023/
Neil Patrick Silva Valeros,CEO,Lexie Staffing & Business Consulting,Asian Institute of Maritime Studies,"Region III - Central Luzon, Philippines",500+,https://www.linkedin.com/in/patrickvaleros/
Marlo Batulan,CEO,Up-Talk Global Solutions,Bulacan State University,"Region III - Central Luzon, Philippines",99,https://www.linkedin.com/in/marlo-batulan-5252a91a2/
Inah Asonio-Shareef,Executive Assitant to Chief Underwriting Officer,Paramount Life & General Insurance Corporation,PATTS College of Aeronautics,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/inah-asonio-shareef-a01807117/
Jomar Bernedo,CEO,Rebar Solutions,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jomar-bernedo/
"Engelbert ""Gilbert"" T. Camasura, FPM",CEO,"HRTX, Inc. (Philippines and Thailand)",ADEN University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/engelbertcamasura/
Michael Mabalay,Executive Vice President and Chief Transformation Officer,Pru Life UK,Ateneo de Manila University,"NCR - National Capital Region, Philippines",276,https://www.linkedin.com/in/michael-mabalay-71b5a724/
"Elen Regresado, ACMC",CEO,Four Space Human Resource Management Consultancy,Far Eastern University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/elen-regresado-acmc-61147289/
Steven Kim,CEO,Weird Marketing,Inha Technical College,"NCR - National Capital Region, Philippines",107,https://www.linkedin.com/in/steven-kim-1852a3169/
Eduardo R Akiate III,CEO,"SAPTM Consulting, Inc",,"NCR - National Capital Region, Philippines",175,https://www.linkedin.com/in/eduardo-r-akiate-iii-9779259/
Annabel Tanco,CEO,Bizu Groupe,Asian Institute of Management,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/annietanco/
Amor Villanueva-Suniega - MBA,CEO,Philceb,Ateneo Graduate School of Business,"Region IVA - Calabarzon, Philippines",293,https://www.linkedin.com/in/amor-villanueva-suniega-mba-309b20101/
Don Cenita,CEO,"Citrus Zone Group, Inc.","Eulogio ""Amang"" Rodriguez Institute of Science & Technology, Philippines","NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/don-cenita/
Lito Villanueva,EVP and Chief Innovation & Inclusion Officer,Rizal Commercial Banking Corporation (RCBC),University of Santo Tomas,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/litovillanueva/
Bianca Elaine Norberte,CEO,BERNS,,"Region IVA - Calabarzon, Philippines",142,https://www.linkedin.com/in/bianca-elaine-norberte-0ab45b60/
Michael B. Dapadap,CEO,PentheusWork,Ateneo de Naga University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/michael-b-dapadap-863002192/
Raquella Cura,CEO,Mouse Potato Inc,Baliuag University,"Region III - Central Luzon, Philippines",500+,https://www.linkedin.com/in/raquella-cura-93261793/
Jeo Paz,CEO,Nifty Hero Multimedia,De La Salle - College of Saint Benilde,"NCR - National Capital Region, Philippines",395,https://www.linkedin.com/in/jeopaz/
Sirikit Hiyasmin Elebaran,CEO,ZYVolutions,Our Lady of Fatima University,"Region III - Central Luzon, Philippines",500+,https://www.linkedin.com/in/yhazeleb/
Judy Whisenhunt,CEO,TDS Global Solutions,Far Eastern University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/judybaywhisenhunt/
Naithan Clarence Cordero,CEO,Eightyfive Digital,Ateneo Graduate School of Business,"Metro Manila, National Capital Region, Philippines",500+,https://www.linkedin.com/in/naithan-clarence-cordero-80460549/
Jean Robrigado,CEO,Ilustrado,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jean-robrigado/
Ann Chang,CEO,"Virsistance, LLC",DLS - College of Saint Benilde,"NCR - National Capital Region, Philippines",152,https://www.linkedin.com/in/ann-chang-9282821b/
Joshua Rueben Aragon,CEO,"Zagana, Inc.",Asian Institute of Management,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/joshua-rueben-aragon-75502017/
Don Jose (DJ) Reclamado,CEO,"Z-ZONE GLOBAL BUSINESS INTELLIGENCE, INC.",University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/djreclamado/
"Robert ""Bobet"" Deluria",CEO,iManila,De La Salle University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/bobetdeluria/
John Paul Queipo,CEO,ACR,San Beda College,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/john-paul-queipo-123a3771/
Brian Hiener,CEO,VirtualStaffing,University of North Florida,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/brian-hiener-b7082330/
Gary de Ocampo,CEO,Kantar,University of the East,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/gary-de-ocampo-b7368b13/
Randolph Mesa,CEO,NEXTPACE CO.,Don Bosco Technical College,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/randmesa/
David Jr. Almirol,CEO,Multisys Technologies Corporation,University of the Cordilleras,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/david-jr-almirol-b144581a2/
Claudio F. C.,CEO,Staffing & Recruiting,,Philippines,85,https://www.linkedin.com/in/claudio-f-c-054b14128/
Geralyn Ty Chico,CEO,Synergistic Contact Center,Brigham Young University - Hawaii,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/tychiksters/
Efren Cruz,CEO,Personal Finance Advisers Philippines Corporation,University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/efrenllcruz/
Rand Davis,CEO,OpenLens,Georgetown University - The McDonough School of Business,Metro Manila,233,https://www.linkedin.com/in/rand-davis-65a5651/
Jon Frederick Diño,CEO,Feld Global Services,,"NCR - National Capital Region, Philippines",270,https://www.linkedin.com/in/jon-frederick-di%C3%B1o-415600a5/
Yong Ha Joo,CEO,random2u,PATTS College of Aeronautics,"Parañaque, National Capital Region, Philippines",225,https://www.linkedin.com/in/yong-ha-joo-822414119/
Augustus Caesar Esmeralda,CEO,Arslan SRS Philippines,Asian Institute of Management,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/aceesmeralda/
Leonard Ocampo,CEO,3S Offshoring and Outsourcing Inc.,"First City Providential College, City of San Jose Del Monte, Bulacan","Region III - Central Luzon, Philippines",500+,https://www.linkedin.com/in/leonard-ocampo-7763522a/
Jan J. Go,CEO,"GT Mercantile, Inc.",,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jan-j-go-7a460782/
Cynthia Claveria,CEO,Speedwell,,Philippines,155,https://www.linkedin.com/in/cynthia-claveria-366858113/
Siew-Wei Ong,CEO,"Schenker Philippines, Inc",,Philippines,500+,https://www.linkedin.com/in/siew-wei-ong-90517730/
Robert Joseph M. de Claro,CEO,"People4u, Inc. Philippines",De La Salle University,"NCR - National Capital Region, Philippines",77,https://www.linkedin.com/in/robert-joseph-m-de-claro-174842113/
Raul Pascual,CEO,Gintala Corporation,,"NCR - National Capital Region, Philippines",443,https://www.linkedin.com/in/raul-pascual-00109680/
Zaldy Tolentino,CEO,PRACZ ENTERPRISE,Mount Carmel College of Quezon City,"NCR - National Capital Region, Philippines",351,https://www.linkedin.com/in/zaldy-tolentino-351154a1/
Janosz Thomas Unglaube,CEO,GIS Manila,Brandenburgisch Technische Universität Cottbus-Senftenberg,Philippines,102,https://www.linkedin.com/in/janosz-thomas-unglaube-a32114158/
Neil Elias,CEO,Future Perfect Ltd,University of Leicester,Philippines,328,https://www.linkedin.com/in/neilelias/
Salvador Lacson,CEO,Lacson and Lacson Insurance Brokers Inc.,Ateneo de Manila University,"NCR - National Capital Region, Philippines",487,https://www.linkedin.com/in/salvador-lacson-b6520b26/
Belen S.,Executive Assistant to the Chief Operating Officer,Okada Manila,Fudan University,"NCR - National Capital Region, Philippines",399,https://www.linkedin.com/in/belensanjuan/
Lester (Kim) Gajita,CEO,RACETER ENTERPRISES,Miriam College,"NCR - National Capital Region, Philippines",412,https://www.linkedin.com/in/lester-gajita-37839120/
Rene Yutuc,CEO,Happy Teagether,AMA Computer Learning Center,"Region III - Central Luzon, Philippines",500+,https://www.linkedin.com/in/rene-yutuc-3211654/
Gail Hernaez,CEO,Reinvent Organizations,GSIS Management Development Program,"NCR - National Capital Region, Philippines",459,https://www.linkedin.com/in/gailhernaez/
Jennylyn Carson,CEO,"Paragon ICC , a Playtech Company",Adamson University,"NCR - National Capital Region, Philippines",418,https://www.linkedin.com/in/jennylyn-carson-871b5b132/
Kristiane Sevilla - Casas,CEO,KinderCare Worldwide Corporation,Istituto Marangoni,"NCR - National Capital Region, Philippines",442,https://www.linkedin.com/in/kristiane-sevilla-casas-56338531/
Alexander Roth,CEO,Conventas Inc.,University of Heidelberg,Philippines,166,https://www.linkedin.com/in/alexander-roth-8b4b883/
JNI Portfolio,CEO,JNI-Portfolio,,"Region III - Central Luzon, Philippines",149,https://www.linkedin.com/in/jni-portfolio-012848103/
Myla Domabel Pollente,CEO,Gavincrew Travel Services,Far Eastern University,"NCR - National Capital Region, Philippines",424,https://www.linkedin.com/in/myla-domabel-pollente-35708011a/
Likey Sebastien Policarpio,CEO,Unity B.A.M.N,Informatics International College,"Region IVA - Calabarzon, Philippines",500+,https://www.linkedin.com/in/likeysebastienpolicarpio/
Isagani Cortes,Chief Compliance Officer and Executive Vice-President,Philippine National Bank,University of the Philippines,"NCR - National Capital Region, Philippines",102,https://www.linkedin.com/in/isagani-cortes-bb28b096/
Jennifer Magsombol,CEO,SPADES Philippines,Polytechnic University of the Philippines,"NCR - National Capital Region, Philippines",210,https://www.linkedin.com/in/jennifervenzon/
Micah Sy,CEO,Dunamis Power Generators & Industrial Corporation,Far Eastern University,"NCR - National Capital Region, Philippines",175,https://www.linkedin.com/in/micahsy-dunamispower/
Jasper Barcelona,CEO,"Snap Logistics Services, Corp.",Far Eastern University,"NCR - National Capital Region, Philippines",80,https://www.linkedin.com/in/jasperbarcelona/
Felipe Jose Zamora III,CEO,The Golden Legacy Financing Corporation,Asian Institute of Management,Philippines,141,https://www.linkedin.com/in/felipe-jose-zamora-iii-77a744122/
Paul Joseph Flores,CEO,TeleTech,Jose Rizal University,"NCR - National Capital Region, Philippines",127,https://www.linkedin.com/in/paul-joseph-flores-5204a2145/
Brandon Watanabe,CEO,Versitech Philippines,University of Baguio,"CAR - Cordillera Administrative Region, Philippines",91,https://www.linkedin.com/in/donw2208/
